48.247,54.075,-130.505,3581.688,6.953,7.550,31.553,-2.110,-3.695,-2.514,292.728,0.940,990.828,0.976,348.232,92.901,1003.771,0.976,2.000,NaN
48.249,54.075,-130.505,3581.703,6.954,7.550,31.553,-2.120,-3.677,-2.496,292.739,0.940,990.744,0.976,348.240,92.903,1003.691,0.976,2.000,NaN
48.250,54.075,-130.505,3581.703,6.950,7.549,31.553,-2.111,-3.681,-2.500,292.736,0.940,990.680,0.976,348.256,92.901,1003.628,0.976,2.000,NaN
48.251,54.075,-130.505,3581.703,6.943,7.545,31.553,-2.097,-3.695,-2.514,292.741,0.940,990.653,0.976,348.270,92.897,1003.602,0.976,2.000,NaN
48.253,54.075,-130.505,3581.739,6.936,7.540,31.553,-2.126,-3.703,-2.522,292.762,0.940,990.624,0.976,348.293,92.895,1003.571,0.976,2.000,NaN
48.254,54.075,-130.505,3581.774,6.933,7.537,31.553,-2.143,-3.703,-2.523,292.776,0.940,990.602,0.976,348.309,92.893,1003.546,0.976,2.000,NaN
48.256,54.075,-130.505,3581.796,6.932,7.535,31.553,-2.127,-3.694,-2.513,292.785,0.940,990.548,0.976,348.326,92.889,1003.485,0.976,2.000,NaN
48.257,54.075,-130.505,3581.825,6.934,7.533,31.553,-2.163,-3.696,-2.515,292.787,0.940,990.603,0.976,348.310,92.887,1003.532,0.976,2.000,NaN
48.258,54.075,-130.505,3581.837,6.940,7.535,31.553,-2.189,-3.687,-2.506,292.773,0.940,990.626,0.976,348.273,92.882,1003.546,0.976,2.000,NaN
48.260,54.075,-130.505,3581.850,6.944,7.537,31.553,-2.186,-3.681,-2.499,292.747,0.940,990.580,0.976,348.247,92.879,1003.491,0.976,2.000,NaN
48.261,54.075,-130.506,3581.857,6.945,7.537,31.553,-2.221,-3.677,-2.495,292.752,0.940,990.594,0.976,348.254,92.880,1003.496,0.976,2.000,NaN
48.262,54.075,-130.506,3581.880,6.945,7.536,31.553,-2.263,-3.675,-2.493,292.738,0.940,990.526,0.976,348.229,92.873,1003.419,0.976,2.000,NaN
48.264,54.075,-130.506,3581.915,6.948,7.537,31.553,-2.259,-3.662,-2.480,292.719,0.940,990.419,0.976,348.221,92.865,1003.303,0.976,2.000,NaN
48.265,54.075,-130.506,3581.915,6.943,7.533,31.553,-2.308,-3.672,-2.490,292.731,0.940,990.433,0.976,348.254,92.864,1003.310,0.976,2.000,NaN
48.267,54.076,-130.506,3581.926,6.937,7.527,31.553,-2.308,-3.677,-2.495,292.769,0.940,990.454,0.976,348.290,92.865,1003.324,0.976,2.000,NaN
48.268,54.076,-130.506,3581.926,6.939,7.525,31.553,-2.242,-3.663,-2.481,292.793,0.940,990.470,0.976,348.303,92.865,1003.334,0.976,2.000,NaN
48.269,54.076,-130.506,3581.926,6.942,7.525,31.553,-2.208,-3.651,-2.469,292.796,0.940,990.475,0.976,348.302,92.866,1003.334,0.976,2.000,NaN
48.271,54.076,-130.506,3581.926,6.943,7.526,31.553,-2.231,-3.657,-2.475,292.784,0.940,990.498,0.976,348.293,92.868,1003.354,0.976,2.000,NaN
48.272,54.076,-130.506,3581.948,6.947,7.528,31.553,-2.272,-3.643,-2.460,292.764,0.940,990.406,0.976,348.276,92.864,1003.261,0.976,2.000,NaN
48.274,54.076,-130.506,3581.948,6.948,7.527,31.553,-2.313,-3.653,-2.470,292.736,0.940,990.419,0.976,348.247,92.855,1003.275,0.976,2.000,NaN
48.275,54.076,-130.506,3581.961,6.947,7.526,31.553,-2.315,-3.666,-2.483,292.729,0.940,990.480,0.976,348.240,92.849,1003.340,0.976,2.000,NaN
48.276,54.076,-130.506,3581.961,6.947,7.526,31.553,-2.274,-3.671,-2.488,292.736,0.940,990.533,0.976,348.241,92.850,1003.399,0.976,2.000,NaN
48.278,54.076,-130.506,3581.961,6.949,7.528,31.553,-2.309,-3.683,-2.501,292.728,0.940,990.647,0.976,348.220,92.856,1003.520,0.976,2.000,NaN
48.279,54.076,-130.506,3581.961,6.952,7.533,31.553,-2.322,-3.679,-2.497,292.735,0.940,990.703,0.976,348.221,92.868,1003.584,0.976,2.000,NaN
48.281,54.076,-130.506,3581.961,6.954,7.539,31.553,-2.330,-3.677,-2.495,292.745,0.940,990.781,0.976,348.229,92.879,1003.672,0.976,2.000,NaN
48.282,54.076,-130.506,3581.961,6.954,7.542,31.553,-2.330,-3.678,-2.496,292.744,0.940,990.792,0.976,348.231,92.887,1003.694,0.976,2.000,NaN
48.283,54.076,-130.506,3581.997,6.953,7.543,31.553,-2.328,-3.671,-2.489,292.777,0.940,990.819,0.976,348.266,92.901,1003.734,0.976,2.000,NaN
48.285,54.076,-130.506,3581.997,6.949,7.542,31.553,NaN,-3.665,-2.482,292.810,0.940,990.778,0.976,348.316,92.909,1003.705,0.976,2.000,NaN
48.286,54.076,-130.506,3581.997,6.943,7.540,31.553,NaN,-3.678,-2.496,292.825,0.940,990.810,0.976,348.338,92.909,1003.749,0.976,2.000,NaN
48.287,54.076,-130.506,3581.997,6.941,7.540,31.553,-2.213,-3.683,-2.501,292.820,0.940,990.780,0.976,348.336,92.907,1003.731,0.976,2.000,NaN
48.289,54.075,-130.506,3582.014,6.941,7.541,31.553,-2.204,-3.683,-2.502,292.819,0.940,990.788,0.976,348.346,92.912,1003.750,0.976,2.000,NaN
48.290,54.075,-130.506,3582.014,6.938,7.541,31.553,-2.225,-3.685,-2.503,292.833,0.940,990.779,0.976,348.382,92.920,1003.751,0.976,2.000,NaN
48.292,54.075,-130.506,3582.014,6.936,7.540,31.553,-2.293,-3.696,-2.514,292.851,0.940,990.869,0.976,348.393,92.923,1003.849,0.976,2.000,NaN
48.293,54.075,-130.506,3582.025,6.937,7.541,31.553,-2.302,-3.690,-2.508,292.850,0.940,990.852,0.976,348.386,92.923,1003.837,0.976,2.000,NaN
48.294,54.075,-130.506,3582.036,6.939,7.543,31.553,-2.291,-3.682,-2.501,292.852,0.940,990.828,0.976,348.382,92.927,1003.816,0.976,2.000,NaN
48.296,54.075,-130.505,3582.043,6.938,7.542,31.553,-2.286,-3.682,-2.500,292.858,0.940,990.820,0.976,348.391,92.928,1003.809,0.976,2.000,NaN
48.297,54.075,-130.505,3582.043,6.936,7.542,31.553,-2.283,-3.697,-2.516,292.865,0.940,990.931,0.976,348.392,92.929,1003.919,0.976,2.000,NaN
48.299,54.075,-130.505,3582.043,6.937,7.543,31.553,-2.302,-3.687,-2.505,292.879,0.940,990.929,0.976,348.396,92.931,1003.912,0.976,2.000,NaN
48.300,54.075,-130.506,3582.050,6.942,7.546,31.553,-2.331,-3.682,-2.500,292.863,0.940,990.933,0.976,348.371,92.933,1003.910,0.976,2.000,NaN
48.301,54.075,-130.506,3582.073,6.943,7.548,31.553,-2.359,-3.681,-2.499,292.848,0.940,990.897,0.976,348.359,92.933,1003.864,0.976,2.000,NaN
48.303,54.075,-130.506,3582.086,6.944,7.548,31.553,-2.320,-3.673,-2.491,292.837,0.940,990.819,0.976,348.359,92.933,1003.774,0.976,2.000,NaN
48.304,54.075,-130.506,3582.086,6.943,7.545,31.553,-2.305,-3.667,-2.485,292.824,0.940,990.717,0.976,348.362,92.926,1003.659,0.976,2.000,NaN
48.306,54.075,-130.506,3582.086,6.942,7.541,31.554,-2.338,-3.663,-2.481,292.829,0.940,990.686,0.976,348.365,92.917,1003.612,0.976,2.000,NaN
48.307,54.076,-130.506,3582.110,6.944,7.538,31.554,-2.324,-3.654,-2.472,292.817,0.940,990.609,0.975,348.348,92.908,1003.517,0.975,2.000,NaN
48.308,54.076,-130.506,3582.110,6.944,7.536,31.554,-2.320,-3.660,-2.477,292.789,0.940,990.568,0.975,348.320,92.893,1003.458,0.975,2.000,NaN
48.310,54.076,-130.506,3582.110,6.943,7.533,31.554,-2.329,-3.665,-2.482,292.783,0.940,990.573,0.975,348.315,92.886,1003.444,0.975,2.000,NaN
48.311,54.076,-130.506,3582.110,6.946,7.532,31.554,-2.341,-3.663,-2.480,292.784,0.940,990.619,0.975,348.304,92.886,1003.471,0.975,2.000,NaN
48.313,54.076,-130.506,3582.110,6.948,7.533,31.554,-2.314,-3.664,-2.481,292.784,0.940,990.671,0.975,348.311,92.886,1003.503,0.975,2.000,NaN
48.314,54.076,-130.506,3582.123,6.949,7.533,31.554,-2.303,-3.654,-2.471,292.780,0.940,990.603,0.975,348.304,92.885,1003.416,0.975,2.000,NaN
48.315,54.076,-130.506,3582.123,6.948,7.532,31.554,-2.344,-3.654,-2.471,292.787,0.940,990.609,0.975,348.331,92.883,1003.404,0.975,2.000,NaN
48.317,54.076,-130.506,3582.123,6.944,7.528,31.554,-2.358,-3.657,-2.474,292.796,0.940,990.569,0.975,348.339,92.878,1003.345,0.975,2.000,NaN
48.318,54.076,-130.506,3582.145,6.946,7.527,31.555,-2.371,-3.668,-2.485,292.769,0.940,990.615,0.975,348.274,92.865,1003.374,0.975,2.000,NaN
48.319,54.076,-130.506,3582.145,6.952,7.528,31.555,-2.389,-3.659,-2.476,292.757,0.940,990.624,0.975,348.224,92.854,1003.368,0.975,2.000,NaN
48.321,54.076,-130.506,3582.158,6.958,7.531,31.555,-2.370,-3.668,-2.484,292.700,0.940,990.659,0.975,348.117,92.841,1003.391,0.975,2.000,NaN
48.322,54.076,-130.506,3582.180,6.964,7.535,31.556,-2.322,-3.675,-2.492,292.643,0.939,990.666,0.975,348.042,92.834,1003.388,0.975,2.000,NaN
48.324,54.076,-130.506,3582.184,6.968,7.540,31.556,-2.314,-3.677,-2.493,292.606,0.939,990.630,0.975,348.027,92.831,1003.345,0.975,2.000,NaN
48.325,54.076,-130.505,3582.188,6.967,7.539,31.556,-2.347,-3.691,-2.508,292.562,0.939,990.602,0.975,347.947,92.814,1003.313,0.975,2.000,NaN
48.326,54.076,-130.505,3582.188,6.967,7.540,31.557,-2.379,-3.726,-2.543,292.512,0.939,990.711,0.975,347.855,92.796,1003.422,0.975,2.000,NaN
48.328,54.076,-130.505,3582.188,6.968,7.543,31.557,-2.341,-3.738,-2.555,292.479,0.939,990.731,0.975,347.799,92.791,1003.443,0.975,2.000,NaN
48.329,54.076,-130.505,3582.188,6.967,7.545,31.558,-2.360,-3.741,-2.559,292.490,0.939,990.758,0.975,347.810,92.796,1003.474,0.975,2.000,NaN
48.331,54.076,-130.505,3582.188,6.964,7.546,31.558,-2.357,-3.736,-2.553,292.516,0.939,990.750,0.975,347.840,92.808,1003.472,0.975,2.000,NaN
48.332,54.076,-130.505,3582.188,6.963,7.547,31.558,-2.336,-3.727,-2.545,292.546,0.939,990.756,0.975,347.865,92.818,1003.487,0.975,2.000,NaN
48.333,54.076,-130.505,3582.188,6.962,7.549,31.558,-2.358,-3.730,-2.547,292.549,0.939,990.754,0.975,347.897,92.822,1003.494,0.975,2.000,NaN
48.335,54.076,-130.505,3582.188,6.959,7.549,31.558,-2.365,-3.739,-2.557,292.553,0.939,990.776,0.975,347.913,92.826,1003.527,0.975,2.000,NaN
48.336,54.076,-130.505,3582.188,6.958,7.548,31.558,-2.395,-3.737,-2.554,292.553,0.939,990.733,0.975,347.911,92.833,1003.495,0.975,2.000,NaN
48.338,54.076,-130.505,3582.188,6.956,7.546,31.558,-2.403,-3.718,-2.535,292.587,0.939,990.662,0.975,347.946,92.836,1003.435,0.975,2.000,NaN
48.339,54.076,-130.506,3582.195,6.952,7.538,31.558,-2.413,-3.696,-2.513,292.646,0.939,990.580,0.975,347.987,92.836,1003.364,0.975,2.000,NaN
48.340,54.076,-130.506,3582.195,6.946,7.528,31.558,-2.422,-3.689,-2.507,292.705,0.939,990.597,0.975,348.021,92.828,1003.393,0.975,2.000,NaN
48.342,54.076,-130.506,3582.195,6.947,7.528,31.557,-2.445,-3.696,-2.513,292.687,0.939,990.616,0.975,348.009,92.823,1003.423,0.975,2.000,NaN
48.343,54.076,-130.506,3582.230,6.951,7.535,31.557,-2.463,-3.714,-2.531,292.652,0.939,990.716,0.975,348.016,92.829,1003.535,0.975,2.000,NaN
48.344,54.076,-130.506,3582.230,6.952,7.541,31.557,-2.456,-3.724,-2.542,292.626,0.939,990.743,0.975,348.032,92.838,1003.573,0.975,2.000,NaN
48.346,54.076,-130.506,3582.230,6.953,7.545,31.557,-2.409,-3.738,-2.556,292.611,0.939,990.816,0.975,348.047,92.849,1003.657,0.975,2.000,NaN
48.347,54.076,-130.506,3582.230,6.949,7.546,31.557,NaN,-3.741,-2.559,292.640,0.939,990.862,0.975,348.106,92.860,1003.712,0.975,2.000,NaN
48.349,54.076,-130.506,3582.230,6.948,7.545,31.557,NaN,-3.728,-2.546,292.702,0.939,990.923,0.975,348.184,92.879,1003.780,0.975,2.000,NaN
48.350,54.076,-130.506,3582.230,6.947,7.546,31.557,-2.192,-3.716,-2.534,292.724,0.939,990.893,0.975,348.215,92.890,1003.754,0.975,2.000,NaN
48.351,54.076,-130.506,3582.243,6.948,7.547,31.557,-2.203,-3.710,-2.528,292.758,0.939,990.976,0.975,348.252,92.900,1003.839,0.975,2.000,NaN
48.353,54.076,-130.506,3582.243,6.948,7.547,31.557,-2.279,-3.706,-2.524,292.792,0.939,991.043,0.975,348.286,92.910,1003.904,0.975,2.000,NaN
48.354,54.076,-130.506,3582.243,6.947,7.545,31.558,-2.266,-3.697,-2.515,292.840,0.939,991.112,0.976,348.317,92.923,1003.968,0.976,2.000,NaN
48.356,54.076,-130.506,3582.265,6.948,7.544,31.558,-2.233,-3.676,-2.493,292.895,0.940,991.138,0.975,348.356,92.934,1003.987,0.975,2.000,NaN
48.357,54.076,-130.506,3582.265,6.950,7.540,31.558,-2.229,-3.645,-2.462,292.959,0.940,991.148,0.975,348.369,92.937,1003.986,0.975,2.000,NaN
48.358,54.076,-130.506,3582.265,6.950,7.538,31.558,-2.205,-3.650,-2.467,292.958,0.940,991.196,0.975,348.346,92.932,1004.022,0.975,2.000,NaN
48.360,54.076,-130.506,3582.265,6.949,7.540,31.558,-2.128,-3.667,-2.484,292.929,0.940,991.208,0.975,348.348,92.931,1004.020,0.975,2.000,NaN
48.361,54.076,-130.506,3582.265,6.947,7.541,31.558,-2.119,-3.651,-2.468,292.936,0.940,991.076,0.975,348.399,92.938,1003.874,0.975,2.000,NaN
48.363,54.076,-130.506,3582.265,6.946,7.539,31.558,-2.216,-3.653,-2.471,292.922,0.940,991.004,0.975,348.437,92.939,1003.785,0.975,2.000,NaN
48.364,54.076,-130.506,3582.288,6.942,7.536,31.558,-2.242,-3.663,-2.480,292.921,0.940,990.994,0.975,348.467,92.935,1003.758,0.975,2.000,NaN
48.365,54.076,-130.506,3582.288,6.942,7.532,31.558,-2.238,-3.657,-2.475,292.934,0.940,991.004,0.975,348.483,92.932,1003.751,0.975,2.000,NaN
48.367,54.076,-130.506,3582.288,6.943,7.528,31.558,-2.219,-3.645,-2.462,292.957,0.940,990.996,0.975,348.498,92.928,1003.726,0.975,2.000,NaN
48.368,54.076,-130.506,3582.301,6.943,7.526,31.558,-2.193,-3.634,-2.451,292.969,0.940,990.936,0.975,348.515,92.925,1003.648,0.975,2.000,NaN
48.369,54.076,-130.506,3582.301,6.943,7.524,31.558,-2.130,-3.650,-2.467,292.931,0.940,990.944,0.975,348.472,92.914,1003.640,0.975,2.000,NaN
48.371,54.076,-130.506,3582.301,6.944,7.524,31.558,-2.106,-3.668,-2.486,292.914,0.939,991.069,0.975,348.450,92.906,1003.749,0.975,2.000,NaN
48.372,54.076,-130.506,3582.301,6.949,7.525,31.558,-2.099,-3.656,-2.473,292.930,0.940,991.126,0.975,348.458,92.914,1003.791,0.975,2.000,NaN
48.374,54.076,-130.506,3582.314,6.951,7.526,31.558,-2.107,-3.630,-2.446,292.971,0.940,991.094,0.975,348.518,92.929,1003.744,0.975,2.000,NaN
48.375,54.076,-130.506,3582.314,6.946,7.520,31.559,-2.116,-3.610,-2.400,293.044,0.940,991.068,0.975,348.595,92.938,1003.706,0.975,2.000,NaN
48.376,54.076,-130.506,3582.314,6.943,7.514,31.559,-2.105,-3.599,-2.388,293.096,0.940,991.077,0.975,348.618,92.937,1003.704,0.975,2.000,NaN
48.378,54.076,-130.506,3582.336,6.942,7.510,31.559,-2.111,-3.591,-2.380,293.139,0.940,991.142,0.975,348.635,92.934,1003.759,0.975,2.000,NaN
48.379,54.076,-130.506,3582.336,6.946,7.510,31.560,-2.056,-3.582,-2.371,293.137,0.940,991.157,0.975,348.611,92.932,1003.769,0.975,2.000,NaN
48.381,54.076,-130.506,3582.336,6.952,7.514,31.560,-2.032,-3.578,-2.367,293.117,0.940,991.211,0.975,348.588,92.936,1003.820,0.975,2.000,NaN
48.382,54.076,-130.506,3582.336,6.955,7.519,31.561,-2.070,-3.603,-2.392,293.077,0.940,991.337,0.975,348.573,92.940,1003.947,0.975,2.000,NaN
48.383,54.076,-130.506,3582.336,6.960,7.526,31.561,-2.128,-3.608,-2.397,293.050,0.940,991.405,0.975,348.557,92.948,1004.019,0.975,2.000,NaN
48.385,54.076,-130.506,3582.358,6.966,7.534,31.561,-2.141,-3.617,-2.406,293.009,0.940,991.482,0.975,348.527,92.954,1004.105,0.975,2.000,NaN
48.386,54.076,-130.506,3582.358,6.967,7.537,31.562,-2.170,-3.623,-2.412,293.007,0.940,991.548,0.975,348.497,92.959,1004.181,0.975,2.000,NaN
48.387,54.076,-130.506,3582.380,6.967,7.539,31.562,-2.167,-3.621,-2.410,293.013,0.940,991.546,0.975,348.474,92.961,1004.191,0.975,2.000,NaN
48.389,54.076,-130.506,3582.380,6.964,7.539,31.562,-2.131,-3.617,-2.406,293.046,0.940,991.564,0.975,348.491,92.966,1004.223,0.975,2.000,NaN
48.390,54.076,-130.506,3582.380,6.963,7.539,31.562,-2.073,-3.630,-2.419,293.053,0.940,991.660,0.976,348.484,92.971,1004.334,0.976,2.000,NaN
48.392,54.076,-130.506,3582.380,6.965,7.546,31.563,-2.035,-3.638,-2.428,293.018,0.940,991.669,0.976,348.470,92.977,1004.358,0.976,2.000,NaN
48.393,54.076,-130.506,3582.380,6.968,7.553,31.563,-2.021,-3.649,-2.438,292.972,0.940,991.659,0.976,348.465,92.985,1004.362,0.976,2.000,NaN
48.394,54.076,-130.506,3582.380,6.966,7.556,31.563,-2.050,-3.669,-2.458,292.941,0.940,991.677,0.976,348.461,92.986,1004.395,0.976,2.000,NaN
48.396,54.076,-130.506,3582.416,6.965,7.558,31.563,-2.066,-3.687,-2.478,292.909,0.940,991.705,0.976,348.433,92.983,1004.435,0.976,2.000,NaN
48.397,54.076,-130.506,3582.429,6.965,7.559,31.563,-2.025,-3.689,-2.480,292.921,0.940,991.753,0.976,348.446,92.986,1004.494,0.976,2.000,NaN
48.399,54.076,-130.506,3582.451,6.967,7.559,31.563,-2.002,-3.656,-2.445,292.952,0.940,991.633,0.976,348.452,92.993,1004.384,0.976,2.000,NaN
48.400,54.076,-130.506,3582.451,6.964,7.555,31.562,-1.963,-3.644,-2.433,292.989,0.940,991.590,0.975,348.472,92.993,1004.348,0.975,2.000,NaN
48.401,54.076,-130.506,3582.451,6.957,7.548,31.561,-1.912,-3.641,-2.431,293.029,0.940,991.522,0.975,348.492,92.989,1004.285,0.975,2.000,NaN
48.403,54.076,-130.506,3582.451,6.950,7.542,31.560,-1.912,-3.655,-2.445,293.058,0.940,991.566,0.975,348.513,92.982,1004.333,0.975,2.000,NaN
48.404,54.076,-130.506,3582.451,6.952,7.539,31.560,-1.927,-3.643,-2.433,293.073,0.940,991.560,0.975,348.497,92.974,1004.329,0.975,2.000,NaN
48.406,54.076,-130.506,3582.451,6.952,7.542,31.560,-2.021,-3.651,-2.441,293.047,0.940,991.552,0.975,348.493,92.976,1004.320,0.975,2.000,NaN
48.407,54.076,-130.506,3582.473,6.948,7.544,31.560,-2.097,-3.658,-2.448,293.037,0.940,991.483,0.975,348.555,92.983,1004.249,0.975,2.000,NaN
48.408,54.076,-130.506,3582.486,6.946,7.544,31.560,-2.117,-3.659,-2.450,293.023,0.940,991.389,0.975,348.567,92.982,1004.150,0.975,2.000,NaN
48.410,54.076,-130.506,3582.508,6.943,7.543,31.560,NaN,-3.670,-2.461,293.010,0.939,991.386,0.975,348.564,92.979,1004.139,0.975,2.000,NaN
48.411,54.076,-130.506,3582.508,6.940,7.542,31.561,NaN,-3.682,-2.473,292.992,0.939,991.358,0.975,348.569,92.973,1004.101,0.975,2.000,NaN
48.412,54.076,-130.506,3582.508,6.941,7.540,31.561,-2.150,-3.686,-2.477,292.977,0.939,991.349,0.975,348.563,92.965,1004.077,0.975,2.000,NaN
48.414,54.076,-130.506,3582.508,6.947,7.541,31.561,-2.138,-3.673,-2.463,292.962,0.939,991.336,0.975,348.545,92.960,1004.047,0.975,2.000,NaN
48.415,54.076,-130.506,3582.531,6.950,7.537,31.561,-2.177,-3.648,-2.438,292.978,0.939,991.274,0.975,348.531,92.957,1003.965,0.975,2.000,NaN
48.417,54.076,-130.506,3582.531,6.948,7.530,31.562,-2.187,-3.622,-2.411,293.049,0.940,991.254,0.975,348.562,92.955,1003.922,0.975,2.000,NaN
48.418,54.076,-130.506,3582.566,6.946,7.520,31.562,-2.188,-3.592,-2.381,293.119,0.940,991.188,0.975,348.602,92.953,1003.833,0.975,2.000,NaN
48.419,54.076,-130.506,3582.566,6.943,7.512,31.562,-2.182,-3.569,-2.358,293.180,0.940,991.140,0.975,348.643,92.952,1003.761,0.975,2.000,NaN
48.421,54.076,-130.506,3582.566,6.940,7.506,31.563,-2.175,-3.569,-2.358,293.200,0.940,991.155,0.975,348.645,92.943,1003.750,0.975,2.000,NaN
48.422,54.076,-130.506,3582.566,6.941,7.504,31.564,-2.151,-3.580,-2.369,293.177,0.940,991.194,0.975,348.612,92.930,1003.764,0.975,2.000,NaN
48.424,54.076,-130.506,3582.566,6.943,7.506,31.564,-2.191,-3.603,-2.393,293.136,0.940,991.292,0.975,348.561,92.922,1003.839,0.975,2.000,NaN
48.425,54.076,-130.506,3582.566,6.952,7.514,31.565,-2.235,-3.612,-2.401,293.068,0.940,991.348,0.975,348.510,92.923,1003.871,0.975,2.000,NaN
48.426,54.076,-130.506,3582.601,6.955,7.520,31.565,-2.250,-3.612,-2.400,293.044,0.940,991.341,0.975,348.535,92.932,1003.841,0.975,2.000,NaN
48.428,54.076,-130.506,3582.601,6.950,7.518,31.565,-2.238,-3.611,-2.400,293.083,0.940,991.343,0.975,348.602,92.941,1003.821,0.975,2.000,NaN
48.429,54.076,-130.506,3582.601,6.946,7.514,31.565,-2.236,-3.617,-2.407,293.099,0.940,991.351,0.975,348.613,92.937,1003.807,0.975,2.000,NaN
48.431,54.076,-130.506,3582.601,6.946,7.514,31.565,-2.259,-3.624,-2.413,293.066,0.939,991.312,0.975,348.591,92.931,1003.745,0.975,2.000,NaN
48.432,54.076,-130.506,3582.601,6.947,7.514,31.565,-2.298,-3.635,-2.425,293.047,0.939,991.358,0.975,348.552,92.922,1003.770,0.975,2.000,NaN
48.433,54.076,-130.506,3582.601,6.951,7.514,31.565,-2.315,-3.630,-2.419,293.044,0.939,991.388,0.975,348.529,92.921,1003.778,0.975,2.000,NaN
48.435,54.076,-130.506,3582.623,6.947,7.512,31.564,-2.296,-3.625,-2.415,293.093,0.940,991.418,0.975,348.585,92.926,1003.786,0.975,2.000,NaN
48.436,54.076,-130.506,3582.623,6.941,7.511,31.564,-2.235,-3.657,-2.448,293.074,0.939,991.492,0.975,348.560,92.923,1003.841,0.975,2.000,NaN
48.438,54.076,-130.506,3582.623,6.940,7.515,31.564,-2.251,-3.667,-2.457,293.043,0.939,991.444,0.975,348.551,92.922,1003.775,0.975,2.000,NaN
48.439,54.076,-130.506,3582.623,6.940,7.518,31.565,-2.310,-3.680,-2.471,292.992,0.939,991.375,0.975,348.510,92.917,1003.687,0.975,2.000,NaN
48.440,54.076,-130.506,3582.637,6.942,7.516,31.565,-2.353,-3.678,-2.469,292.959,0.939,991.302,0.975,348.444,92.902,1003.597,0.975,2.000,NaN
48.442,54.076,-130.506,3582.637,6.943,7.512,31.565,-2.369,-3.658,-2.448,292.963,0.939,991.181,0.975,348.431,92.891,1003.458,0.975,2.000,NaN
48.443,54.076,-130.506,3582.637,6.939,7.505,31.565,-2.393,-3.652,-2.442,292.984,0.939,991.105,0.975,348.434,92.883,1003.364,0.975,2.000,NaN
48.444,54.076,-130.506,3582.637,6.941,7.502,31.565,-2.377,-3.641,-2.430,292.969,0.939,991.018,0.974,348.374,92.867,1003.260,0.974,2.000,NaN
48.446,54.076,-130.506,3582.637,6.944,7.500,31.564,-2.393,-3.634,-2.423,292.964,0.939,990.999,0.974,348.362,92.857,1003.223,0.974,2.000,NaN
48.447,54.076,-130.506,3582.650,6.938,7.495,31.564,-2.451,-3.623,-2.412,293.004,0.939,990.909,0.974,348.402,92.857,1003.117,0.974,2.000,NaN
48.449,54.076,-130.506,3582.650,6.934,7.489,31.564,-2.524,-3.607,-2.396,293.047,0.939,990.840,0.974,348.456,92.857,1003.031,0.974,2.000,NaN
48.450,54.076,-130.506,3582.663,6.928,7.483,31.564,-2.579,-3.601,-2.390,293.071,0.939,990.717,0.974,348.487,92.852,1002.892,0.974,2.000,NaN
48.451,54.076,-130.506,3582.663,6.928,7.482,31.564,-2.556,-3.603,-2.392,293.039,0.939,990.637,0.974,348.451,92.838,1002.795,0.974,2.000,NaN
48.453,54.076,-130.506,3582.663,6.935,7.485,31.566,-2.525,-3.621,-2.409,292.928,0.939,990.589,0.974,348.299,92.808,1002.729,0.974,2.000,NaN
48.454,54.076,-130.506,3582.663,6.946,7.492,31.568,-2.520,-3.626,-2.414,292.807,0.938,990.481,0.974,348.156,92.783,1002.605,0.974,2.000,NaN
48.456,54.076,-130.506,3582.676,6.954,7.499,31.570,-2.525,-3.646,-2.434,292.688,0.938,990.435,0.974,348.018,92.764,1002.542,0.974,2.000,NaN
48.457,54.076,-130.506,3582.676,6.961,7.507,31.572,-2.528,-3.673,-2.461,292.559,0.938,990.395,0.974,347.882,92.739,1002.486,0.974,2.000,NaN
48.458,54.076,-130.506,3582.676,6.970,7.515,31.574,-2.549,-3.702,-2.490,292.414,0.938,990.363,0.974,347.724,92.714,1002.438,0.974,2.000,NaN
48.460,54.076,-130.506,3582.676,6.973,7.519,31.574,-2.552,-3.702,-2.489,292.392,0.938,990.359,0.974,347.760,92.722,1002.418,0.974,2.000,NaN
48.461,54.076,-130.506,3582.698,6.965,7.517,31.573,-2.537,-3.709,-2.497,292.432,0.938,990.350,0.974,347.832,92.735,1002.394,0.974,2.000,NaN
48.463,54.076,-130.506,3582.698,6.961,7.517,31.572,-2.523,-3.706,-2.495,292.473,0.938,990.365,0.974,347.911,92.751,1002.393,0.974,2.000,NaN
48.464,54.076,-130.506,3582.720,6.952,7.516,31.571,-2.511,-3.700,-2.489,292.544,0.938,990.355,0.974,348.040,92.776,1002.367,0.974,2.000,NaN
48.465,54.076,-130.506,3582.720,6.945,7.512,31.569,-2.513,-3.690,-2.479,292.608,0.938,990.318,0.974,348.138,92.789,1002.312,0.974,2.000,NaN
48.467,54.076,-130.506,3582.720,6.947,7.513,31.570,-2.533,-3.707,-2.495,292.526,0.937,990.215,0.974,348.033,92.766,1002.191,0.974,2.000,NaN
48.468,54.076,-130.506,3582.720,6.960,7.517,31.571,-2.571,-3.717,-2.505,292.405,0.937,990.194,0.974,347.890,92.738,1002.151,0.974,2.000,NaN
48.469,54.076,-130.506,3582.720,6.972,7.519,31.573,-2.548,-3.736,-2.524,292.287,0.937,990.247,0.974,347.745,92.705,1002.185,0.974,2.000,NaN
48.471,54.076,-130.506,3582.733,6.976,7.516,31.573,-2.550,-3.741,-2.528,292.288,0.937,990.379,0.974,347.761,92.699,1002.300,0.974,2.000,NaN
