266.954,49.245,-133.426,2982.592,15.889,16.199,32.223,0.310,-0.016,0.284,256.377,1.002,1023.579,1.003,301.901,98.274,1029.205,1.003,9328.000
266.956,49.245,-133.418,2983.185,15.883,16.194,32.228,0.332,0.007,0.308,256.449,1.003,1023.592,1.003,301.988,98.292,1029.225,1.003,9329.000
266.957,49.245,-133.410,2983.750,15.888,16.195,32.240,0.361,0.090,0.392,256.582,1.003,1023.620,1.002,302.144,98.348,1029.259,1.002,9330.000
266.958,49.244,-133.402,2984.342,15.901,16.202,32.255,0.401,0.195,0.496,256.691,1.004,1023.566,1.002,302.313,98.417,1029.214,1.002,9331.000
266.960,49.244,-133.394,2984.907,15.902,16.207,32.263,0.437,0.249,0.550,256.786,1.005,1023.579,1.002,302.505,98.475,1029.236,1.002,9332.000
266.961,49.243,-133.387,2985.496,15.894,16.205,32.267,0.489,0.211,0.513,256.821,1.005,1023.890,1.002,302.584,98.491,1029.557,1.002,9333.000
266.963,49.243,-133.379,2986.094,15.887,16.199,32.269,0.494,0.157,0.458,256.782,1.004,1024.049,1.003,302.522,98.468,1029.727,1.003,9334.000
266.964,49.242,-133.371,2986.673,15.884,16.195,32.269,0.471,0.088,0.389,256.714,1.004,1024.266,1.003,302.412,98.431,1029.954,1.003,9335.000
266.965,49.242,-133.363,2987.274,15.882,16.193,32.268,0.462,0.043,0.344,256.639,1.004,1024.290,1.003,302.307,98.396,1029.989,1.003,9336.000
266.967,49.241,-133.355,2987.874,15.884,16.193,32.267,0.451,0.040,0.341,256.614,1.004,1024.235,1.003,302.255,98.382,1029.944,1.003,9337.000
266.968,49.241,-133.347,2988.467,15.884,16.193,32.265,NaN,0.057,0.358,256.604,1.004,1024.064,1.003,302.255,98.378,1029.784,1.003,9338.000
266.969,49.240,-133.339,2989.054,15.886,16.194,32.264,NaN,0.048,0.349,256.615,1.004,1024.205,1.003,302.268,98.381,1029.934,1.003,9339.000
266.971,49.240,-133.332,2989.633,15.887,16.194,32.263,0.349,0.042,0.343,256.620,1.004,1024.278,1.003,302.297,98.387,1030.019,1.003,9340.000
266.972,49.239,-133.324,2990.211,15.888,16.197,32.262,0.340,0.002,0.303,256.621,1.004,1024.623,1.004,302.336,98.396,1030.374,1.004,9341.000
266.974,49.239,-133.316,2990.790,15.886,16.204,32.262,0.336,-0.001,0.300,256.593,1.004,1024.492,1.004,302.310,98.399,1030.253,1.004,9342.000
266.975,49.238,-133.309,2991.391,15.884,16.210,32.263,0.290,-0.016,0.285,256.536,1.003,1024.368,1.003,302.246,98.389,1030.139,1.003,9343.000
266.976,49.237,-133.301,2991.977,15.884,16.217,32.265,0.247,-0.035,0.266,256.457,1.003,1024.218,1.003,302.136,98.372,1029.998,1.003,9344.000
266.978,49.236,-133.293,2992.575,15.883,16.220,32.269,0.210,-0.021,0.280,256.409,1.003,1023.926,1.003,301.850,98.351,1029.712,1.003,9345.000
266.979,49.236,-133.286,2993.163,15.862,16.210,32.277,0.185,-0.073,0.228,256.405,1.002,1023.949,1.003,301.722,98.346,1029.740,1.003,9346.000
266.981,49.235,-133.278,2993.757,15.827,16.180,32.279,0.231,0.029,0.331,256.780,1.003,1023.939,1.003,302.486,98.445,1029.732,1.003,9347.000
266.982,49.234,-133.270,2994.344,15.819,16.154,32.280,0.270,0.134,0.437,257.058,1.004,1024.025,1.003,302.851,98.498,1029.818,1.003,9348.000
266.983,49.233,-133.262,2994.930,15.823,16.145,32.279,0.282,0.226,0.529,257.181,1.005,1023.850,1.002,302.970,98.527,1029.642,1.002,9349.000
266.985,49.233,-133.255,2995.519,15.822,16.140,32.278,0.293,0.247,0.548,257.240,1.005,1023.895,1.002,303.067,98.542,1029.685,1.002,9350.000
266.986,49.232,-133.247,2996.122,15.813,16.135,32.279,0.317,0.254,0.540,257.307,1.005,1023.938,1.002,303.212,98.560,1029.727,1.002,9351.000
266.988,49.231,-133.239,2996.712,15.806,16.128,32.282,0.337,0.260,0.547,257.364,1.005,1023.987,1.002,303.321,98.572,1029.774,1.002,9352.000
266.989,49.230,-133.232,2997.305,15.800,16.121,32.282,0.352,0.245,0.531,257.387,1.005,1024.078,1.003,303.350,98.569,1029.863,1.003,9353.000
266.990,49.230,-133.224,2997.894,15.798,16.117,32.283,0.367,0.232,0.518,257.395,1.005,1024.182,1.003,303.343,98.561,1029.965,1.003,9354.000
266.992,49.229,-133.216,2998.498,15.803,16.118,32.284,0.396,0.217,0.503,257.370,1.005,1024.309,1.003,303.285,98.548,1030.090,1.003,9355.000
266.993,49.228,-133.208,2999.090,15.822,16.128,32.285,0.402,0.217,0.502,257.287,1.005,1024.361,1.003,303.151,98.530,1030.142,1.003,9356.000
266.994,49.227,-133.201,2999.669,15.844,16.145,32.283,0.404,0.201,0.487,257.144,1.005,1024.351,1.003,302.913,98.502,1030.132,1.003,9357.000
266.996,49.227,-133.193,3000.271,15.862,16.162,32.279,0.377,0.159,0.444,256.989,1.005,1024.417,1.003,302.702,98.473,1030.198,1.003,9358.000
266.997,49.226,-133.185,3000.841,15.873,16.176,32.274,0.356,0.120,0.404,256.884,1.004,1024.504,1.003,302.599,98.457,1030.287,1.003,9359.000
266.999,49.225,-133.178,3001.421,15.880,16.184,32.269,0.324,0.090,0.374,256.825,1.004,1024.619,1.003,302.523,98.450,1030.405,1.003,9360.000
267.000,49.225,-133.170,3002.002,15.884,16.189,32.265,0.305,0.063,0.347,256.807,1.004,1024.812,1.004,302.472,98.452,1030.601,1.004,9361.000
267.001,49.224,-133.162,3002.601,15.880,16.189,32.262,0.304,0.065,0.348,256.830,1.004,1024.811,1.004,302.529,98.463,1030.604,1.004,9362.000
267.003,49.224,-133.155,3003.182,15.873,16.185,32.261,0.311,0.073,0.357,256.873,1.004,1024.769,1.004,302.617,98.473,1030.566,1.004,9363.000
267.004,49.223,-133.147,3003.775,15.858,16.175,32.261,0.314,0.109,0.394,256.991,1.005,1024.643,1.003,302.791,98.504,1030.444,1.003,9364.000
267.006,49.222,-133.139,3004.376,15.840,16.160,32.263,0.308,0.154,0.439,257.162,1.005,1024.615,1.003,303.049,98.549,1030.420,1.003,9365.000
267.007,49.221,-133.131,3004.959,15.819,16.142,32.267,0.300,0.190,0.476,257.373,1.005,1024.745,1.003,303.346,98.603,1030.556,1.003,9366.000
267.008,49.221,-133.124,3005.563,15.795,16.121,32.274,0.303,0.250,0.536,257.632,1.006,1024.858,1.003,303.724,98.674,1030.675,1.003,9367.000
267.010,49.220,-133.116,3006.136,15.767,16.097,32.284,0.315,0.250,0.536,257.813,1.006,1025.067,1.004,304.049,98.709,1030.890,1.004,9368.000
267.011,49.219,-133.108,3006.739,15.734,16.070,32.292,0.330,0.229,0.516,257.938,1.006,1025.128,1.004,304.197,98.712,1030.956,1.004,9369.000
267.012,49.219,-133.100,3007.326,15.718,16.049,32.297,0.329,0.196,0.483,257.984,1.006,1025.281,1.004,304.221,98.690,1031.114,1.004,9370.000
267.014,49.218,-133.093,3007.919,15.710,16.038,32.302,0.317,0.164,0.451,257.933,1.006,1025.207,1.004,304.142,98.648,1031.043,1.004,9371.000
267.015,49.218,-133.085,3008.513,15.709,16.038,32.305,0.297,0.121,0.408,257.820,1.005,1025.114,1.004,303.980,98.603,1030.952,1.004,9372.000
267.017,49.217,-133.077,3009.108,15.714,16.045,32.307,0.279,0.098,0.385,257.740,1.005,1025.086,1.004,303.885,98.582,1030.925,1.004,9373.000
267.018,49.216,-133.069,3009.711,15.717,16.056,32.307,0.245,0.100,0.387,257.648,1.005,1024.777,1.004,303.765,98.567,1030.616,1.004,9374.000
267.019,49.215,-133.061,3010.317,15.719,16.064,32.306,0.214,0.105,0.392,257.537,1.004,1024.335,1.003,303.427,98.529,1030.173,1.003,9375.000
267.021,49.215,-133.053,3010.901,15.727,16.065,32.304,0.185,0.033,0.317,257.344,1.004,1024.302,1.003,302.994,98.432,1030.136,1.003,9376.000
267.022,49.214,-133.046,3011.494,15.747,16.069,32.302,0.189,0.077,0.361,257.344,1.004,1024.331,1.003,303.123,98.446,1030.160,1.003,9377.000
267.024,49.214,-133.038,3012.114,15.764,16.077,32.300,0.248,0.159,0.442,257.422,1.005,1024.305,1.003,303.277,98.493,1030.129,1.003,9378.000
267.025,49.213,-133.030,3012.712,15.779,16.091,32.297,0.338,0.248,0.531,257.493,1.005,1024.154,1.003,303.419,98.550,1029.973,1.003,9379.000
267.026,49.212,-133.022,3013.317,15.788,16.101,32.295,0.416,0.317,0.600,257.580,1.006,1024.118,1.003,303.565,98.609,1029.931,1.003,9380.000
267.028,49.212,-133.013,3013.936,15.795,16.107,32.294,0.465,0.356,0.640,257.641,1.006,1024.178,1.003,303.615,98.644,1029.987,1.003,9381.000
267.029,49.211,-133.006,3014.539,15.799,16.115,32.294,0.475,0.390,0.673,257.711,1.006,1024.262,1.003,303.699,98.686,1030.068,1.003,9382.000
267.031,49.213,-132.999,3015.129,15.805,16.119,32.294,0.482,0.406,0.697,257.743,1.007,1024.366,1.003,303.771,98.711,1030.169,1.003,9383.000
267.032,49.212,-132.991,3015.718,15.804,16.120,32.294,0.464,0.406,0.697,257.767,1.007,1024.454,1.003,303.851,98.726,1030.256,1.003,9384.000
267.033,49.211,-132.983,3016.319,15.801,16.118,32.294,0.449,0.411,0.703,257.809,1.007,1024.503,1.003,303.882,98.739,1030.304,1.003,9385.000
267.035,49.211,-132.976,3016.916,15.797,16.115,32.294,0.434,0.389,0.681,257.815,1.007,1024.619,1.003,303.881,98.735,1030.420,1.003,9386.000
267.036,49.210,-132.968,3017.525,15.798,16.113,32.294,0.431,0.385,0.677,257.798,1.007,1024.610,1.003,303.856,98.723,1030.413,1.003,9387.000
267.037,49.209,-132.960,3018.104,15.805,16.116,32.294,0.438,0.379,0.670,257.761,1.007,1024.652,1.003,303.776,98.711,1030.458,1.003,9388.000
267.039,49.208,-132.952,3018.718,15.813,16.123,32.294,0.450,0.357,0.649,257.702,1.007,1024.755,1.003,303.700,98.700,1030.565,1.003,9389.000
267.040,49.207,-132.945,3019.313,15.819,16.129,32.294,0.449,0.315,0.606,257.611,1.006,1024.857,1.003,303.599,98.675,1030.672,1.003,9390.000
267.042,49.207,-132.937,3019.913,15.825,16.135,32.294,0.440,0.270,0.560,257.529,1.006,1025.017,1.004,303.491,98.654,1030.838,1.004,9391.000
267.043,49.206,-132.929,3020.508,15.831,16.141,32.294,0.439,0.219,0.509,257.423,1.006,1025.132,1.004,303.376,98.624,1030.961,1.004,9392.000
267.044,49.205,-132.921,3021.111,15.831,16.143,32.294,0.433,0.171,0.461,257.319,1.006,1025.085,1.004,303.252,98.589,1030.922,1.004,9393.000
267.046,49.205,-132.913,3021.686,15.828,16.142,32.293,0.399,0.124,0.413,257.237,1.005,1025.081,1.004,303.152,98.555,1030.927,1.004,9394.000
267.047,49.204,-132.906,3022.297,15.822,16.139,32.292,0.390,0.081,0.371,257.192,1.005,1025.130,1.004,303.078,98.532,1030.987,1.004,9395.000
267.049,49.203,-132.898,3022.890,15.811,16.135,32.291,0.374,0.036,0.326,257.193,1.005,1025.259,1.004,303.154,98.530,1031.127,1.004,9396.000
267.050,49.202,-132.890,3023.483,15.795,16.126,32.290,NaN,0.037,0.327,257.278,1.005,1025.259,1.004,303.272,98.548,1031.138,1.004,9397.000
267.051,49.202,-132.882,3024.085,15.788,16.117,32.292,NaN,0.091,0.381,257.400,1.005,1025.182,1.004,303.423,98.579,1031.072,1.004,9398.000
267.053,49.201,-132.874,3024.678,15.780,16.105,32.293,NaN,0.145,0.436,257.552,1.005,1025.195,1.004,303.554,98.609,1031.096,1.004,9399.000
267.054,49.200,-132.867,3025.270,15.762,16.089,32.292,0.612,0.263,0.555,257.887,1.006,1025.189,1.004,304.067,98.725,1031.100,1.004,9400.000
267.056,49.199,-132.859,3025.886,15.726,16.065,32.289,0.660,0.340,0.632,258.324,1.007,1025.555,1.004,304.685,98.862,1031.475,1.004,9401.000
267.057,49.199,-132.851,3026.469,15.707,16.048,32.289,0.718,0.416,0.709,258.603,1.008,1025.669,1.004,305.004,98.937,1031.596,1.004,9402.000
267.058,49.198,-132.843,3027.075,15.709,16.049,32.289,0.734,0.484,0.777,258.726,1.009,1025.645,1.004,305.131,98.980,1031.577,1.004,9403.000
267.060,49.197,-132.835,3027.672,15.708,16.056,32.288,0.750,0.528,0.821,258.755,1.009,1025.375,1.003,305.175,99.005,1031.309,1.003,9404.000
267.061,49.196,-132.827,3028.279,15.710,16.059,32.286,0.764,0.607,0.900,258.767,1.009,1024.823,1.003,304.931,99.011,1030.757,1.003,9405.000
267.063,49.195,-132.820,3028.868,15.712,16.058,32.285,0.773,0.638,0.931,258.802,1.009,1024.765,1.003,304.689,99.019,1030.697,1.003,9406.000
267.064,49.195,-132.812,3029.480,15.712,16.053,32.283,0.813,0.720,1.014,258.965,1.010,1024.729,1.002,305.194,99.079,1030.655,1.002,9407.000
267.065,49.194,-132.804,3030.074,15.713,16.046,32.282,0.873,0.844,1.139,259.187,1.010,1024.614,1.002,305.563,99.151,1030.533,1.002,9408.000
267.067,49.193,-132.796,3030.680,15.719,16.043,32.281,0.945,0.911,1.206,259.294,1.011,1024.615,1.002,305.754,99.186,1030.525,1.002,9409.000
267.068,49.192,-132.788,3031.285,15.726,16.045,32.281,0.978,0.955,1.250,259.350,1.011,1024.628,1.002,305.813,99.209,1030.528,1.002,9410.000
267.069,49.192,-132.780,3031.881,15.734,16.049,32.280,0.990,0.970,1.264,259.356,1.012,1024.697,1.002,305.817,99.221,1030.587,1.002,9411.000
267.071,49.191,-132.773,3032.494,15.740,16.054,32.280,0.989,0.970,1.265,259.348,1.012,1024.792,1.002,305.800,99.226,1030.672,1.002,9412.000
267.072,49.190,-132.765,3033.094,15.747,16.059,32.280,0.982,0.974,1.268,259.331,1.012,1024.833,1.002,305.775,99.229,1030.703,1.002,9413.000
267.074,49.189,-132.757,3033.708,15.750,16.063,32.279,0.977,0.978,1.272,259.318,1.012,1024.814,1.002,305.784,99.235,1030.676,1.002,9414.000
267.075,49.188,-132.749,3034.322,15.750,16.064,32.279,0.968,0.965,1.258,259.305,1.012,1024.853,1.002,305.788,99.232,1030.710,1.002,9415.000
267.076,49.188,-132.741,3034.923,15.751,16.066,32.278,0.961,0.967,1.259,259.309,1.012,1024.873,1.002,305.775,99.235,1030.726,1.002,9416.000
267.078,49.187,-132.733,3035.524,15.750,16.066,32.278,0.980,0.973,1.266,259.321,1.012,1024.846,1.002,305.771,99.243,1030.696,1.002,9417.000
267.079,49.186,-132.725,3036.146,15.747,16.065,32.277,0.989,0.981,1.274,259.355,1.012,1024.853,1.002,305.844,99.254,1030.703,1.002,9418.000
267.081,49.185,-132.718,3036.725,15.745,16.063,32.278,0.996,0.992,1.285,259.384,1.012,1024.829,1.002,305.936,99.262,1030.680,1.002,9419.000
267.082,49.185,-132.710,3037.325,15.735,16.057,32.278,0.995,0.982,1.275,259.418,1.012,1024.858,1.002,305.966,99.268,1030.709,1.002,9420.000
267.083,49.184,-132.702,3037.932,15.730,16.052,32.280,0.987,0.970,1.263,259.450,1.012,1024.985,1.002,305.975,99.267,1030.838,1.002,9421.000
267.085,49.183,-132.694,3038.520,15.735,16.053,32.281,0.954,0.864,1.157,259.235,1.011,1025.095,1.002,305.670,99.180,1030.951,1.002,9422.000
267.086,49.183,-132.686,3039.123,15.744,16.058,32.281,0.830,0.645,0.936,258.763,1.009,1025.179,1.003,305.085,99.002,1031.039,1.003,9423.000
267.088,49.182,-132.678,3039.716,15.748,16.062,32.282,0.667,0.464,0.755,258.367,1.008,1025.139,1.003,304.604,98.853,1031.004,1.003,9424.000
267.089,49.181,-132.671,3040.294,15.749,16.065,32.282,0.527,0.294,0.584,257.999,1.007,1025.082,1.004,304.146,98.711,1030.954,1.004,9425.000
267.090,49.181,-132.663,3040.893,15.749,16.066,32.283,0.452,0.192,0.482,257.807,1.006,1025.151,1.004,303.915,98.639,1031.031,1.004,9426.000
267.092,49.180,-132.655,3041.484,15.748,16.066,32.284,0.422,0.143,0.432,257.740,1.006,1025.268,1.004,303.840,98.613,1031.158,1.004,9427.000
267.093,49.179,-132.647,3042.085,15.748,16.065,32.287,0.416,0.135,0.424,257.732,1.006,1025.312,1.004,303.859,98.611,1031.212,1.004,9428.000
267.094,49.179,-132.639,3042.679,15.749,16.065,32.290,0.423,0.127,0.416,257.729,1.006,1025.385,1.004,303.875,98.610,1031.297,1.004,9429.000
267.096,49.178,-132.632,3043.279,15.749,16.065,32.292,0.443,0.151,0.441,257.723,1.006,1025.189,1.004,303.827,98.608,1031.113,1.004,9430.000
267.097,49.177,-132.624,3043.891,15.748,16.065,32.292,0.451,0.124,0.414,257.691,1.005,1025.264,1.004,303.815,98.602,1031.201,1.004,9431.000
267.099,49.177,-132.616,3044.469,15.743,16.067,32.293,0.448,0.087,0.376,257.703,1.005,1025.515,1.005,303.846,98.614,1031.465,1.005,9432.000
267.100,49.176,-132.608,3045.066,15.735,16.071,32.292,0.453,0.073,0.362,257.710,1.005,1025.488,1.005,303.905,98.626,1031.451,1.005,9433.000
267.101,49.175,-132.600,3045.648,15.722,16.074,32.291,0.448,0.039,0.328,257.689,1.005,1025.410,1.005,303.906,98.624,1031.384,1.005,9434.000
267.103,49.175,-132.593,3046.249,15.711,16.073,32.289,0.440,0.059,0.349,257.674,1.005,1024.954,1.004,303.654,98.609,1030.936,1.004,9435.000
267.104,49.174,-132.585,3046.823,15.703,16.063,32.287,0.426,0.013,0.302,257.606,1.004,1024.886,1.004,303.374,98.563,1030.873,1.004,9436.000
267.106,49.173,-132.577,3047.421,15.692,16.047,32.285,0.418,0.051,0.341,257.720,1.004,1024.804,1.004,303.741,98.577,1030.793,1.004,9437.000
267.107,49.172,-132.570,3048.005,15.684,16.027,32.284,0.432,0.142,0.433,257.923,1.005,1024.708,1.004,304.075,98.618,1030.695,1.004,9438.000
267.108,49.172,-132.562,3048.580,15.675,16.011,32.284,0.456,0.222,0.513,258.128,1.006,1024.695,1.003,304.362,98.668,1030.678,1.003,9439.000
267.110,49.171,-132.554,3049.162,15.666,15.998,32.285,0.524,0.324,0.616,258.393,1.007,1024.726,1.003,304.701,98.746,1030.704,1.003,9440.000
267.111,49.170,-132.547,3049.774,15.659,15.989,32.286,0.570,0.425,0.718,258.625,1.007,1024.712,1.003,305.005,98.817,1030.684,1.003,9441.000
267.113,49.169,-132.539,3050.354,15.657,15.983,32.287,0.598,0.460,0.752,258.692,1.008,1024.657,1.003,305.097,98.833,1030.622,1.003,9442.000
267.114,49.169,-132.532,3050.930,15.655,15.980,32.287,0.623,0.425,0.718,258.611,1.007,1024.575,1.003,304.967,98.793,1030.534,1.003,9443.000
267.115,49.168,-132.524,3051.510,15.654,15.978,32.286,0.599,0.367,0.659,258.455,1.007,1024.395,1.003,304.754,98.726,1030.349,1.003,9444.000
267.117,49.167,-132.516,3052.091,15.653,15.976,32.286,0.557,0.335,0.627,258.383,1.006,1024.364,1.003,304.655,98.692,1030.312,1.003,9445.000
267.118,49.166,-132.509,3052.659,15.655,15.976,32.286,0.537,0.312,0.604,258.323,1.006,1024.337,1.003,304.540,98.664,1030.281,1.003,9446.000
267.119,49.166,-132.502,3053.236,15.662,15.979,32.287,0.525,0.283,0.575,258.261,1.006,1024.470,1.003,304.417,98.641,1030.411,1.003,9447.000
267.121,49.165,-132.494,3053.817,15.676,15.987,32.289,0.588,0.299,0.592,258.236,1.006,1024.532,1.003,304.418,98.651,1030.471,1.003,9448.000
267.122,49.164,-132.486,3054.408,15.680,15.994,32.288,0.630,0.308,0.601,258.240,1.006,1024.559,1.003,304.503,98.671,1030.497,1.003,9449.000
267.124,49.163,-132.479,3054.982,15.676,15.994,32.287,0.650,0.309,0.602,258.261,1.006,1024.541,1.003,304.559,98.681,1030.478,1.003,9450.000
267.125,49.163,-132.471,3055.553,15.668,15.988,32.286,0.649,0.310,0.579,258.313,1.006,1024.578,1.003,304.601,98.693,1030.515,1.003,9451.000
267.126,49.162,-132.464,3056.140,15.659,15.980,32.284,0.645,0.288,0.557,258.368,1.006,1024.776,1.003,304.681,98.699,1030.713,1.003,9452.000
267.128,49.161,-132.456,3056.720,15.652,15.973,32.283,0.636,0.275,0.545,258.418,1.006,1024.916,1.004,304.732,98.702,1030.853,1.004,9453.000
267.129,49.161,-132.448,3057.296,15.645,15.966,32.283,0.642,0.249,0.518,258.449,1.006,1025.120,1.004,304.766,98.702,1031.057,1.004,9454.000
267.131,49.160,-132.441,3057.882,15.637,15.959,32.282,0.651,0.215,0.484,258.479,1.006,1025.338,1.004,304.814,98.702,1031.276,1.004,9455.000
267.132,49.159,-132.433,3058.457,15.627,15.950,32.281,0.643,0.202,0.471,258.523,1.006,1025.423,1.004,304.898,98.703,1031.362,1.004,9456.000
267.133,49.159,-132.426,3059.049,15.619,15.941,32.281,0.643,0.188,0.457,258.562,1.006,1025.505,1.004,304.932,98.700,1031.446,1.004,9457.000
267.135,49.158,-132.418,3059.633,15.610,15.933,32.281,NaN,0.190,0.460,258.599,1.006,1025.467,1.004,304.974,98.698,1031.411,1.004,9458.000
267.136,49.157,-132.410,3060.220,15.604,15.926,32.281,NaN,0.196,0.466,258.631,1.006,1025.406,1.004,305.039,98.697,1031.354,1.004,9459.000
267.137,49.157,-132.403,3060.804,15.599,15.921,32.282,0.621,0.199,0.469,258.672,1.006,1025.468,1.004,305.069,98.703,1031.419,1.004,9460.000
267.139,49.156,-132.395,3061.391,15.596,15.917,32.283,0.619,0.209,0.479,258.734,1.006,1025.564,1.004,305.179,98.724,1031.520,1.004,9461.000
267.140,49.155,-132.387,3061.969,15.591,15.917,32.284,0.631,0.233,0.504,258.746,1.006,1025.329,1.004,305.268,98.732,1031.289,1.004,9462.000
267.142,49.154,-132.380,3062.546,15.582,15.918,32.284,0.651,0.223,0.494,258.744,1.006,1025.226,1.004,305.260,98.737,1031.190,1.004,9463.000
267.143,49.154,-132.372,3063.139,15.577,15.921,32.283,0.656,0.214,0.485,258.707,1.006,1025.038,1.004,305.188,98.728,1031.004,1.004,9464.000
267.144,49.153,-132.365,3063.730,15.574,15.926,32.284,0.633,0.210,0.481,258.668,1.006,1024.861,1.004,304.943,98.716,1030.828,1.004,9465.000
267.146,49.152,-132.357,3064.320,15.571,15.924,32.283,0.613,0.137,0.407,258.545,1.005,1024.909,1.004,304.612,98.660,1030.873,1.004,9466.000
267.147,49.151,-132.350,3064.887,15.567,15.915,32.284,0.601,0.206,0.476,258.675,1.006,1024.789,1.004,304.996,98.701,1030.748,1.004,9467.000
267.149,49.151,-132.342,3065.484,15.561,15.902,32.284,0.614,0.343,0.614,258.929,1.007,1024.581,1.003,305.432,98.784,1030.531,1.003,9468.000
267.150,49.150,-132.334,3066.066,15.556,15.890,32.285,0.648,0.431,0.703,259.105,1.007,1024.469,1.003,305.720,98.830,1030.406,1.003,9469.000
267.151,49.149,-132.327,3066.642,15.552,15.881,32.286,0.700,0.475,0.748,259.212,1.007,1024.446,1.003,305.866,98.857,1030.368,1.003,9470.000
267.153,49.149,-132.319,3067.237,15.549,15.876,32.288,0.716,0.486,0.758,259.266,1.008,1024.536,1.003,305.896,98.866,1030.440,1.003,9471.000
267.154,49.148,-132.311,3067.832,15.549,15.872,32.290,0.724,0.487,0.759,259.298,1.008,1024.650,1.003,305.934,98.874,1030.535,1.003,9472.000
267.156,49.147,-132.304,3068.397,15.542,15.868,32.291,0.744,0.488,0.762,259.335,1.008,1024.655,1.003,305.975,98.881,1030.519,1.003,9473.000
267.157,49.147,-132.296,3068.993,15.548,15.868,32.294,0.787,0.522,0.796,259.372,1.008,1024.678,1.003,306.018,98.891,1030.522,1.003,9474.000
267.158,49.146,-132.288,3069.568,15.562,15.877,32.293,0.790,0.529,0.803,259.307,1.008,1024.643,1.003,305.982,98.887,1030.465,1.003,9475.000
267.160,49.145,-132.281,3070.143,15.573,15.887,32.293,0.764,0.469,0.742,259.124,1.008,1024.629,1.003,305.673,98.825,1030.432,1.003,9476.000
267.161,49.145,-132.273,3070.740,15.587,15.897,32.293,0.728,0.381,0.654,258.887,1.007,1024.676,1.003,305.353,98.749,1030.459,1.003,9477.000
267.162,49.144,-132.266,3071.314,15.606,15.912,32.295,0.684,0.306,0.578,258.693,1.007,1024.915,1.004,305.075,98.697,1030.681,1.004,9478.000
267.164,49.143,-132.258,3071.876,15.621,15.926,32.296,0.645,0.255,0.527,258.553,1.006,1025.073,1.004,304.905,98.675,1030.821,1.004,9479.000
267.165,49.143,-132.251,3072.439,15.627,15.936,32.297,0.613,0.205,0.476,258.469,1.006,1025.270,1.004,304.829,98.661,1031.002,1.004,9480.000
267.167,49.142,-132.243,3073.008,15.632,15.941,32.297,0.577,0.199,0.463,258.431,1.006,1025.270,1.004,304.780,98.658,1030.986,1.004,9481.000
267.168,49.142,-132.236,3073.573,15.633,15.944,32.297,0.564,0.196,0.460,258.418,1.006,1025.262,1.004,304.798,98.662,1030.962,1.004,9482.000
267.169,49.141,-132.228,3074.148,15.625,15.941,32.297,0.565,0.202,0.467,258.457,1.006,1025.213,1.004,304.911,98.675,1030.898,1.004,9483.000
267.171,49.140,-132.221,3074.717,15.619,15.935,32.297,0.567,0.215,0.480,258.506,1.006,1025.161,1.004,304.981,98.683,1030.831,1.004,9484.000
267.172,49.140,-132.214,3075.284,15.612,15.929,32.296,0.586,0.178,0.443,258.547,1.006,1025.486,1.004,305.005,98.685,1031.139,1.004,9485.000
267.174,49.139,-132.206,3075.856,15.612,15.927,32.296,0.574,0.144,0.409,258.509,1.006,1025.609,1.005,304.921,98.662,1031.248,1.005,9486.000
267.175,49.139,-132.198,3076.426,15.635,15.937,32.298,0.548,0.066,0.330,258.256,1.005,1025.703,1.005,304.488,98.566,1031.329,1.005,9487.000
267.176,49.138,-132.191,3077.012,15.678,15.966,32.300,0.528,0.022,0.285,257.933,1.005,1025.664,1.005,304.055,98.491,1031.279,1.005,9488.000
267.178,49.137,-132.183,3077.580,15.703,15.994,32.301,0.512,-0.016,0.246,257.690,1.005,1025.527,1.005,303.739,98.450,1031.134,1.005,9489.000
267.179,49.137,-132.176,3078.163,15.731,16.018,32.301,0.477,-0.066,0.196,257.464,1.004,1025.593,1.005,303.449,98.409,1031.196,1.005,9490.000
267.181,49.136,-132.168,3078.751,15.755,16.042,32.301,0.468,-0.106,0.156,257.298,1.004,1025.745,1.005,303.265,98.396,1031.348,1.005,9491.000
267.182,49.136,-132.160,3079.313,15.767,16.061,32.300,0.464,-0.134,0.127,257.195,1.004,1025.790,1.005,303.202,98.397,1031.395,1.005,9492.000
267.183,49.135,-132.153,3079.898,15.770,16.075,32.300,0.471,-0.137,0.124,257.142,1.004,1025.661,1.005,303.192,98.408,1031.270,1.005,9493.000
267.185,49.135,-132.145,3080.467,15.770,16.086,32.299,0.482,-0.137,0.124,257.118,1.004,1025.564,1.005,303.189,98.421,1031.179,1.005,9494.000
267.186,49.134,-132.138,3081.040,15.767,16.095,32.299,0.500,-0.146,0.115,257.086,1.004,1025.461,1.005,302.999,98.429,1031.081,1.005,9495.000
267.188,49.133,-132.130,3081.618,15.764,16.097,32.299,0.508,-0.187,0.074,257.030,1.003,1025.491,1.005,302.711,98.407,1031.116,1.005,9496.000
267.189,49.133,-132.122,3082.223,15.759,16.089,32.298,0.509,-0.144,0.117,257.130,1.004,1025.442,1.005,303.074,98.437,1031.071,1.005,9497.000
267.190,49.132,-132.114,3082.791,15.754,16.076,32.297,0.547,-0.080,0.181,257.280,1.004,1025.413,1.005,303.367,98.473,1031.044,1.005,9498.000
267.192,49.132,-132.107,3083.372,15.753,16.065,32.297,0.584,-0.002,0.260,257.415,1.005,1025.307,1.005,303.539,98.499,1030.939,1.005,9499.000
