214.417,81.043,-61.558,7469.531,-0.616,0.923,29.725,5.624,3.658,3.532,414.100,1.088,1083.745,1.049,482.009,108.327,1103.818,1.049,2.000
214.418,81.042,-61.558,7469.537,-0.619,0.924,29.753,5.596,3.833,3.560,414.137,1.088,1082.490,1.048,482.148,108.364,1102.574,1.048,2.000
214.419,81.042,-61.558,7469.543,-0.627,0.921,29.783,5.579,3.733,3.622,414.326,1.088,1083.858,1.049,482.462,108.425,1103.954,1.049,2.000
214.421,81.043,-61.557,7469.554,-0.634,0.912,29.815,5.529,3.729,3.635,414.345,1.088,1083.982,1.049,482.621,108.433,1104.092,1.049,2.000
214.422,81.043,-61.557,7469.561,-0.642,0.909,29.840,5.479,3.871,3.633,414.321,1.088,1082.681,1.048,482.700,108.443,1102.806,1.048,2.000
214.424,81.043,-61.557,7469.573,-0.652,0.904,29.857,NaN,3.769,3.655,414.404,1.089,1083.612,1.049,482.843,108.459,1103.755,1.049,2.000
214.425,81.043,-61.558,7469.587,-0.659,0.892,29.865,5.354,3.732,3.634,414.408,1.088,1083.778,1.049,482.898,108.437,1103.939,1.049,2.000
214.426,81.043,-61.558,7469.602,-0.665,0.888,29.870,5.320,3.894,3.644,414.397,1.088,1082.211,1.047,482.918,108.430,1102.392,1.047,2.000
214.428,81.043,-61.558,7469.618,-0.679,0.880,29.886,5.294,3.714,3.661,414.479,1.088,1083.710,1.049,483.054,108.436,1103.911,1.049,2.000
214.429,81.043,-61.559,7469.635,-0.696,0.861,29.912,5.282,3.719,3.657,414.438,1.088,1083.250,1.049,483.128,108.394,1103.470,1.049,2.000
214.431,81.043,-61.559,7469.647,-0.710,0.847,29.933,NaN,3.734,3.629,414.328,1.087,1082.563,1.048,483.105,108.346,1102.802,1.048,2.000
214.432,81.043,-61.559,7469.657,-0.718,0.845,29.937,NaN,3.556,3.556,414.234,1.087,1083.628,1.049,482.999,108.316,1103.885,1.049,2.000
214.433,81.043,-61.559,7469.666,-0.718,0.839,29.931,NaN,3.591,3.535,414.228,1.087,1083.267,1.049,482.976,108.293,1103.539,1.049,2.000
214.435,81.043,-61.558,7469.681,-0.722,0.834,29.941,NaN,3.689,3.487,414.111,1.086,1082.086,1.048,482.903,108.262,1102.372,1.048,2.000
214.436,81.043,-61.558,7469.692,-0.716,0.841,29.958,5.351,3.460,3.436,413.937,1.086,1083.882,1.050,482.754,108.251,1104.181,1.050,2.000
214.438,81.043,-61.559,7469.705,-0.705,0.849,29.963,5.377,3.444,3.421,413.862,1.086,1084.188,1.050,482.656,108.251,1104.497,1.050,2.000
214.439,81.043,-61.559,7469.729,-0.693,0.860,29.958,5.386,3.500,3.463,413.732,1.086,1083.675,1.049,482.477,108.244,1103.993,1.049,2.000
214.440,81.043,-61.558,7469.748,-0.685,0.871,29.953,5.355,3.560,3.528,413.659,1.086,1083.141,1.049,482.368,108.253,1103.466,1.049,2.000
214.442,81.043,-61.557,7469.760,-0.683,0.878,29.950,5.303,3.480,3.568,413.699,1.086,1084.009,1.050,482.379,108.276,1104.339,1.050,2.000
214.443,81.043,-61.558,7469.780,-0.691,0.866,29.960,5.289,3.567,3.590,413.705,1.086,1083.086,1.049,482.449,108.257,1103.419,1.049,2.000
214.444,81.042,-61.559,7469.803,-0.708,0.853,29.969,5.282,3.614,3.597,413.708,1.086,1082.253,1.048,482.508,108.230,1102.585,1.048,2.000
214.446,81.042,-61.558,7469.826,-0.711,0.846,29.964,5.257,3.377,3.581,413.789,1.086,1084.393,1.050,482.566,108.225,1104.723,1.050,2.000
214.447,81.043,-61.557,7469.860,-0.711,0.844,29.959,5.149,3.387,3.558,413.790,1.086,1084.288,1.050,482.562,108.217,1104.613,1.050,2.000
214.449,81.043,-61.557,7469.865,-0.718,0.842,29.966,5.069,3.518,3.503,413.765,1.085,1082.914,1.048,482.564,108.214,1103.233,1.048,2.000
214.450,81.043,-61.558,7469.892,-0.746,0.820,29.998,4.985,3.358,3.407,413.707,1.085,1083.565,1.049,482.606,108.156,1103.874,1.049,2.000
214.451,81.042,-61.559,7469.904,-0.763,0.796,30.010,4.846,3.318,3.308,413.516,1.084,1082.991,1.049,482.476,108.053,1103.287,1.049,2.000
214.453,81.043,-61.559,7469.916,-0.764,0.792,30.009,4.725,3.449,3.245,413.378,1.083,1081.437,1.047,482.324,108.005,1101.719,1.047,2.000
214.454,81.043,-61.559,7469.922,-0.764,0.794,30.007,NaN,3.149,3.222,413.402,1.083,1084.066,1.050,482.326,108.013,1104.332,1.050,2.000
214.456,81.043,-61.559,7469.935,-0.765,0.785,30.014,4.498,3.262,3.212,413.443,1.083,1083.223,1.049,482.413,108.007,1103.470,1.049,2.000
214.457,81.043,-61.560,7469.950,-0.762,0.788,30.014,4.453,3.409,3.190,413.459,1.083,1082.109,1.048,482.443,108.021,1102.337,1.048,2.000
214.458,81.043,-61.561,7469.962,-0.750,0.808,30.005,NaN,3.212,3.206,413.516,1.084,1084.252,1.050,482.434,108.081,1104.461,1.050,2.000
214.460,81.043,-61.561,7469.972,-0.732,0.813,29.997,4.303,3.327,3.321,413.591,1.085,1083.954,1.050,482.502,108.108,1104.142,1.050,2.000
214.461,81.043,-61.561,7469.981,-0.727,0.817,29.996,4.273,3.472,3.394,413.630,1.085,1082.930,1.048,482.550,108.134,1103.099,1.048,2.000
214.463,81.043,-61.561,7469.990,-0.730,0.823,30.002,4.242,3.382,3.442,413.605,1.085,1083.626,1.049,482.570,108.148,1103.777,1.049,2.000
214.464,81.043,-61.561,7469.995,-0.735,0.811,30.012,4.169,3.435,3.520,413.752,1.085,1083.491,1.049,482.746,108.159,1103.623,1.049,2.000
214.465,81.043,-61.561,7470.004,-0.740,0.802,30.020,4.133,3.537,3.536,413.730,1.085,1082.482,1.048,482.769,108.137,1102.596,1.048,2.000
214.467,81.043,-61.561,7470.012,-0.754,0.797,30.034,4.122,3.585,3.511,413.689,1.085,1081.659,1.047,482.787,108.124,1101.757,1.047,2.000
214.468,81.043,-61.561,7470.021,-0.768,0.779,30.050,4.113,3.479,3.497,413.768,1.084,1082.468,1.048,482.930,108.101,1102.549,1.048,2.000
214.469,81.043,-61.562,7470.036,-0.781,0.761,30.062,4.098,3.568,3.459,413.701,1.084,1081.235,1.047,482.927,108.048,1101.301,1.047,2.000
214.471,81.043,-61.563,7470.052,-0.791,0.753,30.069,4.106,3.633,3.435,413.610,1.084,1080.191,1.046,482.876,108.009,1100.244,1.046,2.000
214.472,81.043,-61.563,7470.058,-0.794,0.748,30.069,4.118,3.434,3.440,413.650,1.084,1081.956,1.048,482.886,107.999,1101.996,1.048,2.000
214.474,81.043,-61.563,7470.059,-0.792,0.745,30.067,4.111,3.496,3.440,413.617,1.084,1081.377,1.047,482.858,107.983,1101.407,1.047,2.000
214.475,81.044,-61.564,7470.127,-0.788,0.747,30.065,4.163,3.664,3.551,413.581,1.083,1079.903,1.045,482.815,107.980,1099.925,1.045,2.000
214.476,81.044,-61.565,7470.164,-0.780,0.756,30.061,4.180,3.529,3.653,413.615,1.084,1081.378,1.047,482.815,108.007,1101.396,1.047,2.000
214.478,81.044,-61.565,7470.172,-0.773,0.756,30.055,4.205,3.526,3.685,413.611,1.084,1081.576,1.047,482.798,108.003,1101.591,1.047,2.000
214.479,81.044,-61.565,7470.180,-0.768,0.762,30.054,4.216,3.726,3.736,413.581,1.084,1079.916,1.045,482.764,108.014,1099.933,1.045,2.000
214.481,81.045,-61.567,7470.279,-0.765,0.770,30.054,4.225,3.541,3.746,413.647,1.084,1081.776,1.047,482.814,108.047,1101.798,1.047,2.000
214.482,81.050,-61.588,7470.889,-0.764,0.765,30.049,4.206,3.580,3.703,413.680,1.084,1081.508,1.047,482.848,108.041,1101.538,1.047,2.000
214.483,81.055,-61.614,7471.636,-0.766,0.766,30.046,4.185,3.808,3.655,413.617,1.084,1079.297,1.044,482.775,108.028,1099.340,1.044,2.000
214.485,81.060,-61.641,7472.394,-0.774,0.768,30.067,4.163,3.527,3.623,413.602,1.084,1081.585,1.047,482.789,108.040,1101.643,1.047,2.000
214.486,81.066,-61.663,7473.162,-0.764,0.768,30.093,4.167,3.578,3.594,413.383,1.084,1081.054,1.046,482.651,108.008,1101.128,1.046,2.000
214.488,81.073,-61.674,7473.925,-0.753,0.781,30.103,4.188,3.814,3.585,412.960,1.083,1078.288,1.043,482.167,107.942,1098.382,1.043,2.000
214.489,81.080,-61.680,7474.680,-0.773,0.779,30.073,4.217,3.586,3.565,412.924,1.082,1079.308,1.045,482.060,107.902,1099.425,1.045,2.000
214.490,81.086,-61.686,7475.446,-0.796,0.749,30.040,4.245,3.613,3.631,413.279,1.082,1079.088,1.044,482.351,107.882,1099.228,1.044,2.000
214.492,81.093,-61.692,7476.199,-0.806,0.739,30.022,4.273,3.735,3.683,413.373,1.082,1077.856,1.043,482.416,107.867,1098.019,1.043,2.000
214.493,81.098,-61.705,7476.746,-0.816,0.736,30.014,NaN,3.705,3.721,413.409,1.082,1077.861,1.043,482.437,107.863,1098.048,1.043,2.000
214.494,81.100,-61.722,7477.164,-0.824,0.727,30.006,NaN,3.626,3.772,413.640,1.082,1078.856,1.044,482.673,107.887,1099.068,1.044,2.000
214.496,81.102,-61.736,7477.460,-0.829,0.719,30.000,NaN,3.765,3.804,413.828,1.083,1077.965,1.043,482.894,107.915,1098.201,1.043,2.000
214.497,81.102,-61.737,7477.503,-0.836,0.718,29.996,4.655,3.947,3.828,413.951,1.083,1076.506,1.042,483.038,107.941,1096.767,1.042,2.000
214.499,81.103,-61.736,7477.531,-0.844,0.713,29.995,NaN,3.803,3.857,414.191,1.083,1078.129,1.043,483.297,107.985,1098.415,1.043,2.000
214.500,81.103,-61.735,7477.543,-0.851,0.705,29.997,4.777,3.831,3.868,414.306,1.083,1078.025,1.043,483.459,107.998,1098.335,1.043,2.000
214.501,81.103,-61.735,7477.546,-0.855,0.704,30.003,4.768,4.019,3.869,414.397,1.083,1076.566,1.041,483.599,108.025,1096.900,1.041,2.000
214.503,81.102,-61.736,7477.601,-0.861,0.702,30.013,4.703,3.861,3.864,414.565,1.084,1078.287,1.043,483.815,108.068,1098.645,1.043,2.000
214.504,81.102,-61.738,7477.654,-0.862,0.697,30.027,4.646,3.842,3.836,414.559,1.084,1078.508,1.044,483.878,108.066,1098.887,1.044,2.000
214.506,81.101,-61.740,7477.717,-0.860,0.700,30.032,4.615,4.025,3.791,414.524,1.084,1076.941,1.042,483.861,108.072,1097.341,1.042,2.000
214.507,81.101,-61.741,7477.776,-0.860,0.706,30.028,4.544,3.741,3.783,414.572,1.084,1079.495,1.045,483.872,108.092,1099.915,1.045,2.000
214.508,81.101,-61.741,7477.790,-0.858,0.700,30.023,4.480,3.856,3.863,414.587,1.084,1078.547,1.044,483.888,108.077,1098.985,1.044,2.000
214.510,81.101,-61.742,7477.802,-0.861,0.698,30.020,4.430,3.975,3.885,414.544,1.084,1077.310,1.042,483.838,108.060,1097.766,1.042,2.000
214.511,81.101,-61.742,7477.812,-0.865,0.699,30.017,4.392,3.738,3.928,414.539,1.084,1079.169,1.045,483.803,108.060,1099.642,1.045,2.000
214.512,81.101,-61.742,7477.819,-0.870,0.689,30.014,4.343,3.806,3.943,414.576,1.083,1078.501,1.044,483.850,108.036,1098.990,1.044,2.000
214.514,81.101,-61.743,7477.835,-0.873,0.687,30.015,4.337,3.960,4.005,414.492,1.083,1076.888,1.042,483.768,108.011,1097.393,1.042,2.000
214.515,81.101,-61.744,7477.855,-0.877,0.689,30.024,4.341,3.745,3.927,414.384,1.083,1078.366,1.044,483.691,108.001,1098.888,1.044,2.000
214.517,81.101,-61.745,7477.879,-0.880,0.680,30.030,4.316,3.778,3.903,414.430,1.083,1078.174,1.044,483.734,107.986,1098.712,1.044,2.000
214.518,81.101,-61.746,7477.897,-0.881,0.677,30.030,4.300,3.835,3.833,414.357,1.083,1077.457,1.043,483.673,107.959,1098.012,1.043,2.000
214.519,81.101,-61.747,7477.909,-0.880,0.678,30.027,4.271,3.843,3.810,414.306,1.083,1077.249,1.042,483.600,107.948,1097.822,1.042,2.000
214.521,81.102,-61.747,7477.922,-0.878,0.680,30.021,4.228,3.757,3.806,414.342,1.083,1078.104,1.044,483.597,107.954,1098.698,1.044,2.000
214.522,81.102,-61.747,7477.927,-0.876,0.678,30.016,4.215,3.792,3.814,414.290,1.083,1077.684,1.043,483.539,107.936,1098.300,1.043,2.000
214.524,81.102,-61.746,7477.933,-0.877,0.681,30.012,4.182,3.963,3.818,414.234,1.082,1076.035,1.041,483.461,107.927,1096.676,1.041,2.000
214.525,81.102,-61.746,7477.945,-0.879,0.681,30.017,4.136,3.691,3.866,414.219,1.082,1078.284,1.044,483.449,107.925,1098.952,1.044,2.000
214.526,81.102,-61.746,7477.953,-0.883,0.674,30.028,4.074,3.759,3.874,414.141,1.082,1077.455,1.043,483.419,107.896,1098.151,1.043,2.000
214.528,81.102,-61.745,7477.965,-0.888,0.673,30.048,4.050,3.832,3.885,414.016,1.082,1076.499,1.042,483.355,107.877,1097.224,1.042,2.000
214.529,81.102,-61.744,7477.986,-0.899,0.667,30.074,4.056,3.648,3.828,413.979,1.082,1077.871,1.043,483.392,107.867,1098.627,1.043,2.000
214.531,81.102,-61.743,7478.010,-0.907,0.654,30.098,4.063,3.655,3.759,413.884,1.081,1077.494,1.043,483.391,107.829,1098.282,1.043,2.000
214.532,81.102,-61.741,7478.037,-0.915,0.648,30.115,4.085,3.743,3.672,413.772,1.081,1076.347,1.042,483.344,107.800,1097.168,1.042,2.000
214.533,81.102,-61.740,7478.060,-0.924,0.647,30.127,4.119,3.537,3.615,413.777,1.081,1077.932,1.044,483.361,107.799,1098.789,1.044,2.000
214.535,81.102,-61.739,7478.083,-0.933,0.636,30.137,4.119,3.499,3.561,413.767,1.081,1078.040,1.044,483.404,107.779,1098.933,1.044,2.000
214.536,81.103,-61.739,7478.145,-0.936,0.634,30.136,4.163,3.708,3.515,413.737,1.080,1076.069,1.042,483.382,107.766,1096.999,1.042,2.000
214.537,81.105,-61.744,7478.362,-0.934,0.647,30.127,4.232,3.367,3.484,413.712,1.080,1078.927,1.045,483.296,107.784,1099.896,1.045,2.000
214.539,81.106,-61.750,7478.568,-0.922,0.652,30.103,4.228,3.479,3.483,413.767,1.081,1078.300,1.044,483.273,107.795,1099.308,1.044,2.000
214.540,81.108,-61.757,7478.759,-0.909,0.671,30.080,4.234,3.629,3.456,413.744,1.081,1077.146,1.043,483.146,107.824,1098.193,1.043,2.000
214.542,81.109,-61.762,7478.914,-0.897,0.690,30.059,4.236,3.378,3.446,413.710,1.081,1079.417,1.046,483.015,107.853,1100.505,1.046,2.000
214.543,81.110,-61.766,7479.053,-0.884,0.706,30.042,4.207,3.509,3.487,413.791,1.081,1078.760,1.045,483.008,107.901,1099.888,1.045,2.000
214.544,81.111,-61.774,7479.274,-0.872,0.722,30.028,4.194,3.503,3.489,413.729,1.081,1078.885,1.045,482.877,107.919,1100.052,1.045,2.000
214.546,81.114,-61.786,7479.605,-0.862,0.736,30.016,4.195,3.615,3.490,413.686,1.081,1078.018,1.044,482.774,107.939,1099.225,1.044,2.000
214.547,81.116,-61.799,7479.971,-0.855,0.748,30.005,NaN,3.434,3.506,413.743,1.082,1079.839,1.046,482.773,107.973,1101.085,1.046,2.000
214.549,81.119,-61.813,7480.355,-0.851,0.751,29.995,4.242,3.453,3.517,413.762,1.082,1079.783,1.046,482.767,107.983,1101.067,1.046,2.000
214.550,81.122,-61.820,7480.735,-0.849,0.756,29.986,4.231,3.594,3.502,413.816,1.082,1078.672,1.044,482.792,108.005,1099.995,1.044,2.000
214.551,81.127,-61.827,7481.314,-0.847,0.755,29.978,4.237,3.515,3.543,414.049,1.083,1080.006,1.046,483.031,108.052,1101.370,1.046,2.000
214.553,81.134,-61.835,7482.045,-0.844,0.751,29.970,4.300,3.545,3.544,414.159,1.083,1080.051,1.046,483.147,108.066,1101.460,1.046,2.000
214.554,81.138,-61.841,7482.575,-0.843,0.752,29.960,4.351,3.738,3.537,414.166,1.083,1078.373,1.044,483.119,108.063,1099.842,1.044,2.000
214.556,81.143,-61.847,7483.143,-0.850,0.747,29.950,NaN,3.558,3.517,414.257,1.083,1079.876,1.046,483.177,108.062,1101.417,1.046,2.000
214.557,81.151,-61.856,7484.012,-0.870,0.720,29.934,NaN,3.786,3.669,414.452,1.083,1077.706,1.043,483.385,108.026,1099.330,1.043,2.000
214.558,81.159,-61.865,7484.904,-0.918,0.672,29.859,NaN,3.810,3.732,414.713,1.081,1076.150,1.042,483.469,107.900,1097.865,1.042,2.000
214.560,81.167,-61.874,7485.780,-0.975,0.619,29.767,NaN,3.683,3.752,414.960,1.080,1075.466,1.041,483.434,107.733,1097.278,1.041,2.000
214.561,81.172,-61.910,7486.652,-1.022,0.571,29.679,4.985,3.842,3.824,415.237,1.079,1072.735,1.039,483.494,107.603,1094.650,1.039,2.000
214.563,81.177,-61.952,7487.550,-1.068,0.522,29.629,5.096,3.992,3.888,415.364,1.077,1070.031,1.036,483.517,107.458,1092.055,1.036,2.000
214.564,81.182,-61.995,7488.439,-1.114,0.484,29.599,5.298,3.716,3.789,415.395,1.076,1070.852,1.037,483.469,107.328,1092.988,1.037,2.000
214.565,81.183,-62.040,7489.226,-1.156,0.441,29.552,5.396,3.806,3.740,415.568,1.075,1068.923,1.036,483.522,107.216,1091.172,1.036,2.000
214.567,81.184,-62.077,7489.859,-1.184,0.411,29.502,5.435,3.915,3.682,415.687,1.074,1067.079,1.034,483.521,107.125,1089.440,1.034,2.000
214.568,81.186,-62.119,7490.599,-1.207,0.400,29.475,5.458,3.798,3.650,415.818,1.074,1067.533,1.034,483.594,107.108,1090.010,1.034,2.000
214.569,81.186,-62.161,7491.318,-1.235,0.365,29.462,5.487,3.904,3.673,416.088,1.074,1066.408,1.033,483.847,107.064,1089.011,1.033,2.000
214.571,81.186,-62.192,7491.850,-1.257,0.341,29.429,5.606,3.942,3.302,415.997,1.072,1064.946,1.032,483.673,106.949,1087.686,1.032,2.000
214.572,81.186,-62.219,7492.315,-1.283,0.325,29.401,5.637,3.853,2.984,415.906,1.072,1064.476,1.032,483.496,106.859,1087.364,1.032,2.000
214.574,81.188,-62.242,7492.719,-1.304,0.305,29.382,5.625,3.810,2.688,415.953,1.071,1064.170,1.031,483.461,106.792,1087.216,1.031,2.000
214.575,81.188,-62.268,7493.166,-1.332,0.279,29.345,5.671,3.597,2.524,416.502,1.071,1066.315,1.034,484.013,106.837,1089.529,1.034,2.000
214.576,81.189,-62.291,7493.566,-1.401,0.229,29.277,5.681,3.512,2.993,420.176,1.078,1074.206,1.042,488.234,107.612,1097.603,1.042,2.000
214.578,81.190,-62.317,7494.028,-1.443,0.205,29.230,5.634,3.830,3.244,424.257,1.087,1080.632,1.047,492.982,108.583,1104.223,1.047,2.000
214.579,81.192,-62.345,7494.570,-1.477,0.163,29.192,5.526,4.655,3.251,427.620,1.094,1081.144,1.046,497.000,109.320,1104.937,1.046,2.000
214.581,81.193,-62.362,7494.905,-1.534,0.223,29.127,5.424,4.360,3.089,429.346,1.097,1085.976,1.051,498.546,109.875,1109.977,1.051,2.000
214.582,81.195,-62.377,7495.199,-1.545,0.302,29.123,5.246,3.353,3.389,432.305,1.104,1102.145,1.068,501.975,110.883,1126.342,1.068,2.000
214.583,81.196,-62.395,7495.525,-1.553,0.274,29.125,5.139,4.240,3.705,435.439,1.112,1102.407,1.066,505.848,111.634,1126.769,1.066,2.000
214.585,81.196,-62.400,7495.612,-1.569,0.240,29.111,5.018,3.936,3.806,436.159,1.113,1106.385,1.071,506.583,111.702,1130.614,1.071,2.000
214.586,81.196,-62.412,7495.830,-1.564,0.195,29.105,4.885,4.326,3.584,435.660,1.112,1101.787,1.066,506.071,111.438,1125.852,1.066,2.000
214.588,81.198,-62.426,7496.128,-1.564,0.134,29.093,4.817,3.488,2.835,433.157,1.105,1102.416,1.068,503.112,110.599,1126.289,1.068,2.000
214.589,81.199,-62.439,7496.402,-1.588,0.132,29.076,4.846,2.645,2.487,432.604,1.103,1107.522,1.075,502.382,110.433,1131.181,1.075,2.000
214.590,81.200,-62.456,7496.696,-1.589,0.109,29.060,4.936,2.953,2.425,432.701,1.104,1104.953,1.072,502.388,110.363,1128.370,1.072,2.000
214.592,81.201,-62.480,7497.124,-1.579,0.084,29.058,5.038,2.303,2.393,432.355,1.103,1110.086,1.078,501.977,110.194,1133.233,1.078,2.000
214.593,81.203,-62.502,7497.537,-1.573,0.065,29.051,5.106,2.270,2.580,432.780,1.104,1111.688,1.079,502.451,110.239,1134.541,1.079,2.000
214.594,81.203,-62.526,7497.954,-1.580,0.045,29.032,5.138,2.382,2.961,434.175,1.107,1114.026,1.081,504.033,110.524,1136.565,1.081,2.000
214.596,81.204,-62.544,7498.253,-1.588,0.051,29.006,5.194,2.628,3.193,435.000,1.109,1113.569,1.080,504.893,110.730,1135.781,1.080,2.000
214.597,81.204,-62.561,7498.545,-1.615,NaN,28.972,5.280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.599,81.204,-62.574,7498.779,-1.631,NaN,28.942,5.350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.600,81.203,-62.584,7498.952,-1.629,NaN,28.935,5.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.601,81.203,-62.604,7499.285,-1.628,NaN,28.918,5.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.603,81.202,-62.618,7499.531,-1.678,NaN,28.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.604,81.202,-62.619,7499.557,-1.732,NaN,28.663,5.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.606,81.202,-62.619,7499.564,-1.731,NaN,28.688,5.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.607,81.202,-62.622,7499.623,-1.696,NaN,28.770,5.520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.608,81.204,-62.629,7499.853,-1.652,NaN,28.820,5.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.610,81.206,-62.644,7500.158,-1.617,NaN,28.845,5.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.611,81.207,-62.656,7500.405,-1.588,NaN,28.865,5.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.613,81.207,-62.677,7500.771,-1.551,NaN,28.904,5.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.614,81.207,-62.707,7501.288,-1.502,NaN,28.914,5.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.615,81.209,-62.743,7501.929,-1.448,NaN,28.926,5.675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.617,81.210,-62.774,7502.477,-1.409,NaN,28.939,5.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.618,81.211,-62.806,7503.019,-1.360,NaN,28.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.619,81.212,-62.840,7503.611,-1.321,NaN,28.954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.621,81.213,-62.879,7504.276,-1.313,NaN,28.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.622,81.214,-62.918,7504.953,-1.321,NaN,28.978,5.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.624,81.214,-62.948,7505.469,-1.315,NaN,29.003,5.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.625,81.215,-62.974,7505.906,-1.301,NaN,29.027,5.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.626,81.216,-62.998,7506.337,-1.292,NaN,29.036,6.037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.628,81.217,-63.028,7506.841,-1.291,NaN,29.007,6.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.629,81.216,-63.056,7507.332,-1.288,NaN,28.970,6.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.631,81.215,-63.083,7507.795,-1.287,NaN,28.941,6.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.632,81.215,-63.108,7508.212,-1.293,NaN,28.923,6.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.000
214.633,81.216,-63.138,7508.737,-1.303,0.244,28.917,6.076,2.407,1.868,418.428,1.074,1078.991,1.049,484.868,106.915,1098.785,1.049,2.000
214.635,81.217,-63.163,7509.169,-1.299,0.258,28.906,5.997,2.203,1.839,417.923,1.073,1079.456,1.050,484.206,106.812,1099.409,1.050,2.000
214.636,81.217,-63.193,7509.678,-1.301,0.271,28.895,5.933,2.137,1.764,417.246,1.071,1078.052,1.049,483.301,106.653,1098.179,1.049,2.000
214.637,81.219,-63.228,7510.301,-1.315,0.270,28.883,5.853,2.265,1.719,416.782,1.069,1075.186,1.046,482.708,106.518,1095.500,1.046,2.000
214.639,81.221,-63.270,7511.048,-1.327,0.269,28.863,5.824,2.316,1.737,416.463,1.068,1073.378,1.044,482.252,106.415,1093.892,1.044,2.000
214.640,81.222,-63.315,7511.833,-1.333,0.269,28.854,5.779,2.291,1.742,416.013,1.067,1072.140,1.043,481.647,106.282,1092.865,1.043,2.000
214.642,81.224,-63.361,7512.628,-1.337,0.268,28.862,5.748,2.449,1.800,415.637,1.066,1069.747,1.040,481.237,106.191,1090.692,1.040,2.000
214.643,81.225,-63.407,7513.420,-1.336,0.273,28.885,5.735,2.513,1.928,415.361,1.066,1068.687,1.040,480.990,106.150,1089.861,1.040,2.000
214.644,81.227,-63.453,7514.227,-1.335,0.278,28.956,5.703,2.573,2.050,415.241,1.066,1068.431,1.039,481.087,106.187,1089.839,1.039,2.000
214.646,81.228,-63.501,7515.051,-1.322,0.283,29.073,5.658,2.789,2.249,415.260,1.067,1067.911,1.038,481.550,106.305,1089.557,1.038,2.000
214.647,81.229,-63.550,7515.885,-1.297,0.310,29.179,5.637,3.067,2.435,415.504,1.068,1067.773,1.037,482.220,106.534,1089.436,1.037,2.000
214.649,81.231,-63.598,7516.726,-1.256,0.354,29.333,5.662,3.224,2.664,415.523,1.071,1068.938,1.037,482.789,106.792,1090.617,1.037,2.000
214.650,81.233,-63.644,7517.548,-1.238,0.369,29.484,5.666,3.444,2.859,415.652,1.073,1069.142,1.037,483.497,106.994,1090.832,1.037,2.000
214.651,81.235,-63.689,7518.352,-1.220,0.387,29.571,5.653,3.828,3.170,416.281,1.076,1068.802,1.036,484.560,107.285,1090.498,1.036,2.000
214.653,81.236,-63.737,7519.162,-1.195,0.419,29.680,5.454,3.915,3.485,416.745,1.079,1070.951,1.039,485.467,107.583,1092.650,1.039,2.000
214.654,81.236,-63.786,7519.982,-1.165,0.436,29.819,5.370,4.155,3.708,416.786,1.081,1071.030,1.038,486.029,107.757,1092.727,1.038,2.000
214.656,81.236,-63.834,7520.803,-1.135,0.466,29.945,5.230,4.393,3.916,416.714,1.083,1070.748,1.038,486.395,107.929,1092.441,1.038,2.000
